prompt,output
"Frame: Vote

Sentence: Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers , but then he voted to eliminate it .

Frame Elements:
- Agent: he
- Issue: to eliminate it

New order of frame elements: Issue, Agent

","To eliminate it, he voted after Ron Johnson justified his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Agent, Issue, Position, Time

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Agent, Issue, Time, Position

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Agent, Position, Time, Issue

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Agent, Time, Issue, Position

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Agent, Time, Position, Issue

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Issue, Agent, Position, Time

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Issue, Agent, Time, Position

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Issue, Position, Agent, Time

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Issue, Position, Time, Agent

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Issue, Time, Agent, Position

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Issue, Time, Position, Agent

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Position, Agent, Issue, Time

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Position, Agent, Time, Issue

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Position, Issue, Agent, Time

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
"Frame: Vote

Sentence: Barack Obama voted for the very same language of Indiana 's Religious Freedom Restoration Act when he was in the Illinois state Senate .

Frame Elements:
- Agent: Barack Obama
- Position: for
- Issue: the very same language of Indiana 's Religious Freedom Restoration Act
- Time: when he was in the Illinois state Senate

New order of frame elements: Position, Issue, Time, Agent

","When he was in the Illinois state Senate, Barack Obama voted for the very same language of Indiana's Religious Freedom Restoration Act."
