og_sentence,frame,target,og_Agent,og_Issue,og_Side,og_Position,og_Frequency,og_Time,og_Place,og_Support_rate,prompt,new_sentence
Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .,Vote,voted,"(0, 20)","(90, 122)","(54, 89)",,,,,"(31, 53)","Frame: Vote

Sentence: Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .

Frame Elements:
- Agent: Congressman Joe Heck
- Support_rate: 62 percent of the time
- Side: with Nancy Pelosi and the Democrats
- Issue: on a variety of important issues

New order of frame elements: Side, Support_rate, Agent, Issue

","With Nancy Pelosi and the Democrats, Congressman Joe Heck has voted 62 percent of the time on a variety of important issues."
Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .,Vote,voted,"(0, 20)","(90, 122)","(54, 89)",,,,,"(31, 53)","Frame: Vote

Sentence: Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .

Frame Elements:
- Agent: Congressman Joe Heck
- Support_rate: 62 percent of the time
- Side: with Nancy Pelosi and the Democrats
- Issue: on a variety of important issues

New order of frame elements: Side, Support_rate, Issue, Agent

","With Nancy Pelosi and the Democrats, Congressman Joe Heck has voted 62 percent of the time on a variety of important issues."
Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .,Vote,voted,"(0, 20)","(90, 122)","(54, 89)",,,,,"(31, 53)","Frame: Vote

Sentence: Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .

Frame Elements:
- Agent: Congressman Joe Heck
- Support_rate: 62 percent of the time
- Side: with Nancy Pelosi and the Democrats
- Issue: on a variety of important issues

New order of frame elements: Support_rate, Agent, Issue, Side

","62 percent of the time, Congressman Joe Heck has voted on a variety of important issues with Nancy Pelosi and the Democrats."
Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .,Vote,voted,"(0, 20)","(90, 122)","(54, 89)",,,,,"(31, 53)","Frame: Vote

Sentence: Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .

Frame Elements:
- Agent: Congressman Joe Heck
- Support_rate: 62 percent of the time
- Side: with Nancy Pelosi and the Democrats
- Issue: on a variety of important issues

New order of frame elements: Support_rate, Agent, Side, Issue

","62 percent of the time, Congressman Joe Heck has voted with Nancy Pelosi and the Democrats on a variety of important issues."
Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .,Vote,voted,"(0, 20)","(90, 122)","(54, 89)",,,,,"(31, 53)","Frame: Vote

Sentence: Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .

Frame Elements:
- Agent: Congressman Joe Heck
- Support_rate: 62 percent of the time
- Side: with Nancy Pelosi and the Democrats
- Issue: on a variety of important issues

New order of frame elements: Support_rate, Issue, Agent, Side

","62 percent of the time on a variety of important issues, Congressman Joe Heck has voted with Nancy Pelosi and the Democrats."
Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .,Vote,voted,"(0, 20)","(90, 122)","(54, 89)",,,,,"(31, 53)","Frame: Vote

Sentence: Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .

Frame Elements:
- Agent: Congressman Joe Heck
- Support_rate: 62 percent of the time
- Side: with Nancy Pelosi and the Democrats
- Issue: on a variety of important issues

New order of frame elements: Support_rate, Issue, Side, Agent

",62 percent of the time on a variety of important issues with Nancy Pelosi and the Democrats has Congressman Joe Heck voted.
Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .,Vote,voted,"(0, 20)","(90, 122)","(54, 89)",,,,,"(31, 53)","Frame: Vote

Sentence: Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .

Frame Elements:
- Agent: Congressman Joe Heck
- Support_rate: 62 percent of the time
- Side: with Nancy Pelosi and the Democrats
- Issue: on a variety of important issues

New order of frame elements: Support_rate, Side, Agent, Issue

","62 percent of the time, with Nancy Pelosi and the Democrats, Congressman Joe Heck has voted on a variety of important issues."
Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .,Vote,voted,"(0, 20)","(90, 122)","(54, 89)",,,,,"(31, 53)","Frame: Vote

Sentence: Congressman Joe Heck has voted 62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues .

Frame Elements:
- Agent: Congressman Joe Heck
- Support_rate: 62 percent of the time
- Side: with Nancy Pelosi and the Democrats
- Issue: on a variety of important issues

New order of frame elements: Support_rate, Side, Issue, Agent

","62 percent of the time with Nancy Pelosi and the Democrats on a variety of important issues , Congressman Joe Heck has voted."
Ron Johnson voted to turn Medicare into a voucher program .,Vote,voted,"(0, 11)","(18, 57)",,,,,,,"Frame: Vote

Sentence: Ron Johnson voted to turn Medicare into a voucher program .

Frame Elements:
- Agent: Ron Johnson
- Issue: to turn Medicare into a voucher program

New order of frame elements: Issue, Agent

","To turn Medicare into a voucher program, Ron Johnson voted."
Nevada lawmakers voted to allow teenaged boys to shower with your teenaged girls in public school locker rooms .,Vote,voted,"(0, 16)","(23, 110)",,,,,,,"Frame: Vote

Sentence: Nevada lawmakers voted to allow teenaged boys to shower with your teenaged girls in public school locker rooms .

Frame Elements:
- Agent: Nevada lawmakers
- Issue: to allow teenaged boys to shower with your teenaged girls in public school locker rooms

New order of frame elements: Issue, Agent

","To allow teenaged boys to shower with your teenaged girls in public school locker rooms, Nevada lawmakers voted."
Sen. Bennet votes with Obama 98 percent of the time .,Vote,votes,"(0, 11)",,"(18, 28)",,,,,"(29, 51)","Frame: Vote

Sentence: Sen. Bennet votes with Obama 98 percent of the time .

Frame Elements:
- Agent: Sen. Bennet
- Side: with Obama
- Support_rate: 98 percent of the time

New order of frame elements: Agent, Support_rate, Side

",Sen. Bennet votes 98 percent of the time with Obama.
Sen. Bennet votes with Obama 98 percent of the time .,Vote,votes,"(0, 11)",,"(18, 28)",,,,,"(29, 51)","Frame: Vote

Sentence: Sen. Bennet votes with Obama 98 percent of the time .

Frame Elements:
- Agent: Sen. Bennet
- Side: with Obama
- Support_rate: 98 percent of the time

New order of frame elements: Side, Agent, Support_rate

","With Obama, Sen. Bennet votes 98 percent of the time."
Sen. Bennet votes with Obama 98 percent of the time .,Vote,votes,"(0, 11)",,"(18, 28)",,,,,"(29, 51)","Frame: Vote

Sentence: Sen. Bennet votes with Obama 98 percent of the time .

Frame Elements:
- Agent: Sen. Bennet
- Side: with Obama
- Support_rate: 98 percent of the time

New order of frame elements: Side, Support_rate, Agent

","With Obama 98 percent of the time, Sen. Bennet votes."
Sen. Bennet votes with Obama 98 percent of the time .,Vote,votes,"(0, 11)",,"(18, 28)",,,,,"(29, 51)","Frame: Vote

Sentence: Sen. Bennet votes with Obama 98 percent of the time .

Frame Elements:
- Agent: Sen. Bennet
- Side: with Obama
- Support_rate: 98 percent of the time

New order of frame elements: Support_rate, Agent, Side

",98 percent of the time Sen. Bennet votes with Obama.
Sen. Bennet votes with Obama 98 percent of the time .,Vote,votes,"(0, 11)",,"(18, 28)",,,,,"(29, 51)","Frame: Vote

Sentence: Sen. Bennet votes with Obama 98 percent of the time .

Frame Elements:
- Agent: Sen. Bennet
- Side: with Obama
- Support_rate: 98 percent of the time

New order of frame elements: Support_rate, Side, Agent

","98 percent of the time, with Obama, Sen. Bennet votes."
Did not vote for tax increases as a member of the West Miami City Commission .,Vote,vote,"(34, 76)","(17, 30)",,"(13, 16)",,,,,"Frame: Vote

Sentence: Did not vote for tax increases as a member of the West Miami City Commission .

Frame Elements:
- Position: for
- Issue: tax increases
- Agent: a member of the West Miami City Commission

New order of frame elements: Agent, Issue, Position

","As a member of the West Miami City Commission, did not vote for tax increases."
Did not vote for tax increases as a member of the West Miami City Commission .,Vote,vote,"(34, 76)","(17, 30)",,"(13, 16)",,,,,"Frame: Vote

Sentence: Did not vote for tax increases as a member of the West Miami City Commission .

Frame Elements:
- Position: for
- Issue: tax increases
- Agent: a member of the West Miami City Commission

New order of frame elements: Agent, Position, Issue

","As a member of the West Miami City Commission, did not vote for tax increases."
Did not vote for tax increases as a member of the West Miami City Commission .,Vote,vote,"(34, 76)","(17, 30)",,"(13, 16)",,,,,"Frame: Vote

Sentence: Did not vote for tax increases as a member of the West Miami City Commission .

Frame Elements:
- Position: for
- Issue: tax increases
- Agent: a member of the West Miami City Commission

New order of frame elements: Issue, Agent, Position

","As a member of the West Miami City Commission, did not vote for tax increases."
Did not vote for tax increases as a member of the West Miami City Commission .,Vote,vote,"(34, 76)","(17, 30)",,"(13, 16)",,,,,"Frame: Vote

Sentence: Did not vote for tax increases as a member of the West Miami City Commission .

Frame Elements:
- Position: for
- Issue: tax increases
- Agent: a member of the West Miami City Commission

New order of frame elements: Issue, Position, Agent

","As a member of the West Miami City Commission, did not vote for tax increases."
